users,sensors,iteration,response_time,status_code,exec_time_ms,users_grouped
1,1,0,271.8027650000181,200,30.231641999989733,1
1,1,0,167.35281199999008,200,31.20047199996634,1
1,1,0,269.94460700001355,200,36.90034900000683,1
1,1,0,176.1593859999948,200,33.234535000019605,1
1,1,0,252.94507699999258,200,29.202710000049592,1
1,1,0,162.60916499999212,200,30.63825400005271,1
1,1,0,270.9291379999854,200,33.26923600002374,1
1,1,0,174.6731399999817,200,32.54371299999548,1
1,1,0,274.41334599996026,200,31.105268999965574,1
1,1,0,163.4714909999957,200,29.898430999992343,1
1,1,0,271.448754000005,200,30.165139000018826,1
1,1,0,162.73696799999016,200,31.711588000007396,1
1,1,0,287.3170490000234,200,31.7950900000028,1
1,1,0,272.5926900000104,200,33.84065400001646,1
1,1,0,161.85964099997818,200,31.56868299998905,1
1,1,0,270.9363380000127,200,33.876954999982445,1
1,1,0,161.91664199999423,200,31.18107099999179,1
1,1,0,282.7098050000245,200,35.34340099997735,1
1,1,0,159.0062519999833,200,30.573952999986886,1
1,1,0,280.95934899999975,200,33.43784099996583,1
1,1,0,167.84772800002656,200,33.61849600003097,1
1,1,0,279.45750300000327,200,31.17030999999315,1
1,1,0,277.5070139999798,200,31.5466079999851,1
1,1,0,169.7936690000006,200,32.14310399999931,1
1,1,0,326.4166179999961,200,36.632177999990745,1
1,1,0,189.59344799998235,200,43.32303699999329,1
1,1,0,245.30281000005516,200,31.56520800001772,1
1,1,0,144.8665200000505,200,29.44242099999883,1
1,1,0,238.91014899999163,200,30.17311600001449,1
1,1,0,148.62209700004314,200,29.865818000018862,1
1,1,0,242.98232400002462,200,29.045424000003095,1
1,1,0,143.73462700001483,200,27.564433000009103,1
1,1,0,242.85042500002874,200,29.746019000015167,1
1,1,0,146.39561100000265,200,29.76471900001343,1
1,1,0,266.53058100004046,200,36.154280999994626,1
1,1,0,161.07952200002273,200,31.535507999990386,1
1,1,0,266.82447899997896,200,30.442515000004278,1
1,1,0,144.93161999996573,200,30.415715999993154,1
1,1,0,234.4988759999751,200,30.20541600000115,1
1,1,0,246.3158040000053,200,30.60241399998631,1
1,1,0,144.28202300001658,200,28.86492499999349,1
1,1,0,247.792593999975,200,29.557920000002014,1
1,1,0,146.51563800003942,200,29.38681099999485,1
1,1,0,239.0937520000307,200,30.075640000006842,1
1,1,0,152.20497199999272,200,31.28068900002745,1
1,1,0,240.12479499998562,200,30.529058000013265,1
1,1,0,145.63510099998211,200,31.270788000028915,1
1,1,0,240.05449200001294,200,32.07312199998569,1
1,1,0,245.77092700002368,200,31.97351700003992,1
1,1,0,147.59898200003363,200,30.672363999997287,1
1,1,0,257.5964139999769,200,33.53138099998887,1
1,1,0,150.05168300001515,200,30.553859000008288,1
1,1,0,243.56337599999733,200,31.49704899999506,1
