users,sensors,iteration,response_time,status_code,exec_time_ms,users_grouped
1,1,0,164.97562599943194,200,29.723874000410433,1
1,1,0,259.8529120004969,200,30.408705000809277,1
1,1,0,163.82217299906188,200,31.173340999885113,1
1,1,0,255.33570299921848,200,30.391804000828415,1
1,1,0,158.69853599906492,200,30.924529000913026,1
1,1,0,252.51217299955897,200,30.17599499980861,1
1,1,0,255.89462900097715,200,30.80692399998952,1
1,1,0,153.54559799925482,200,29.519163999793818,1
1,1,0,247.01211799947487,200,30.585413000153494,1
1,1,0,153.05577499930223,200,28.906035999170854,1
1,1,0,246.85701099951984,200,29.461162001098273,1
1,1,0,151.46829200057255,200,29.076839000481414,1
1,1,0,244.54165899987856,200,29.2786480003997,1
1,1,0,249.80840200078092,200,29.618362999826786,1
1,1,0,152.7121309991344,200,29.499258000214468,1
1,1,0,254.21730299967749,200,29.11023999877216,1
1,1,0,151.6303810003592,200,29.111940999428043,1
1,1,0,249.18147300013516,200,29.03343700018013,1
1,1,0,152.4038159986958,200,28.88933000031102,1
1,1,0,251.82379500074603,200,29.658265000762185,1
1,1,0,157.82376599963754,200,29.75376999893342,1
1,1,0,291.4827200002037,200,29.4318550004391,1
1,1,0,153.7072769988299,200,29.814472998623387,1
1,1,0,246.7296599988913,200,29.188043999965885,1
1,1,0,154.2038000006869,200,29.5581599984871,1
1,1,0,247.35848899945267,200,29.076438999254606,1
1,1,0,160.33438200065575,200,28.105194000090705,1
1,1,0,245.49570199997106,200,29.57806199992774,1
1,1,0,154.75872599927243,200,29.403452999758883,1
1,1,0,246.8055640001694,200,29.27374800128746,1
1,1,0,257.7295659993979,200,33.00902000046335,1
1,1,0,166.55826900023385,200,29.344750999371172,1
1,1,0,253.98809400030586,200,30.783917000007932,1
1,1,0,152.95564199914224,200,29.07263800079818,1
1,1,0,251.9084979994659,200,30.637510999440565,1
1,1,0,150.84754500094277,200,24.293518999911612,1
1,1,0,252.07720599973982,200,29.677366001124028,1
1,1,0,158.7271080006758,200,29.202343999713776,1
1,1,0,248.42013799934648,200,29.674165998585522,1
1,1,0,254.22140500086243,200,30.111285999737447,1
1,1,0,152.5775239988434,200,29.180643001382123,1
1,1,0,247.02957299996342,200,29.576761000498664,1
1,1,0,155.59116300028109,200,29.621462999784853,1
1,1,0,264.59201500074414,200,29.499464999389602,1
1,1,0,155.10017800079368,200,29.377459999523126,1
1,1,0,246.43330400067498,200,29.245853000247735,1
1,1,0,255.56222699924547,200,30.50581199931912,1
1,1,0,154.01752700017823,200,29.28905499902612,1
1,1,0,251.26112799989642,200,30.32950300075754,1
1,1,0,152.38895200127445,200,29.182150999986334,1
1,1,0,252.93810599941935,200,29.960087000290514,1
1,1,0,154.06473000075493,200,29.352059000302688,1
1,1,0,251.19672499931767,200,29.479965000064112,1
1,1,0,151.86242799973115,200,29.146348000722355,1
1,1,0,247.3069450006733,200,29.540666999309906,1
1,1,0,165.62516600060917,200,28.908738000609446,1
1,1,0,247.88747200000216,200,29.062344001431484,1
1,1,0,152.9502789999242,200,29.35935899949982,1
1,1,0,244.2294030006451,200,28.85803500066686,1
1,1,0,155.0338750002993,200,29.156949000025634,1
1,1,0,258.7298739999824,200,31.79507200002263,1
1,1,0,188.5833280011866,200,28.995442000450566,1
1,1,0,245.37705599868787,200,29.322757000045385,1
1,1,0,254.061757999807,200,28.677027999947313,1
1,1,0,153.36229800050205,200,29.586269998617354,1
1,1,0,254.9352980004187,200,29.842881000149646,1
1,1,0,162.22210799969616,200,31.28854799979308,1
1,1,0,252.11756699900434,200,29.288555999301025,1
1,1,0,159.5885860006092,200,29.558667998571764,1
1,1,0,246.36130199905892,200,29.119648001142195,1
1,1,0,160.54623000127322,200,29.047844000160694,1
1,1,0,271.8884830010211,200,29.587069000626798,1
1,1,0,253.60293700032344,200,29.09364599872788,1
1,1,0,155.84881199902156,200,30.462808999800473,1
1,1,0,254.23096499980602,200,30.284602000392624,1
1,1,0,152.9619939992699,200,29.108851000273717,1
1,1,0,249.0675579992967,200,29.085149999446003,1
1,1,0,154.99869300037972,200,28.905741000926355,1
1,1,0,249.06555699999444,200,29.765981000309694,1
1,1,0,254.0841910013114,200,30.240803000197047,1
1,1,0,152.86319400001958,200,29.07774899904325,1
1,1,0,251.25725900034013,200,29.761580999547732,1
1,1,0,156.33985399836092,200,29.632175001097494,1
1,1,0,252.88203499985684,200,28.782536001017434,1
1,1,0,155.50231599991093,200,29.070249000142212,1
1,1,0,257.66375599960156,200,29.178053999203257,1
1,1,0,154.75998100009747,200,29.867586001273594,1
1,1,0,249.8389930005942,200,28.62992900008976,1
1,1,0,154.13665199957904,200,29.26925800056779,1
1,1,0,249.14926099881995,200,28.83773800022027,1
1,1,0,153.7187329995504,200,28.895841000121436,1
1,1,0,250.35671700061357,200,30.414511000344646,1
1,1,0,148.67709899954207,200,24.195522000809433,1
1,1,0,247.5035850002314,200,29.21175499977835,1
1,1,0,156.71157200085872,200,28.868240000520018,1
1,1,0,262.5365829990187,200,31.157744999291026,1
1,1,0,253.19174899959762,200,30.168999999659718,1
1,1,0,157.5948130011966,200,28.738334000081522,1
1,1,0,248.80034499983594,200,29.010046000621514,1
1,1,1,309.2919310001889,200,31.96257000126934,1
1,1,1,193.99072600026557,200,31.050827999933972,1
1,1,1,246.61404700054845,200,28.847427000073367,1
1,1,1,152.11959999942337,200,28.922231000251486,1
1,1,1,245.41009200038388,200,29.754768998827785,1
1,1,1,269.68950900118216,200,29.098838998834253,1
1,1,1,152.65452299900062,200,28.669618999629165,1
1,1,1,253.72657399930176,200,29.36465099992347,1
1,1,1,153.9770840008714,200,29.387952999968547,1
1,1,1,248.91655200008245,200,28.93403199959721,1
1,1,1,153.75807500095107,200,29.091238999171765,1
1,1,1,242.54705899875262,200,29.4344550002279,1
1,1,1,258.391388999371,200,29.895875000875094,1
1,1,1,156.13948400095978,200,30.30659499927424,1
1,1,1,249.55508200037002,200,29.868774001442944,1
1,1,1,155.16553899942664,200,29.154341000321438,1
1,1,1,256.5118020011141,200,29.74846899996919,1
1,1,1,157.28683700035617,200,30.684512001244002,1
1,1,1,257.167333000325,200,29.63516400086519,1
1,1,1,155.70156399917323,200,28.959232000488555,1
1,1,1,252.2658070010948,200,29.820871999618248,1
1,1,1,156.70261000013852,200,30.276692999905208,1
1,1,1,249.11786200027564,200,29.03773599973647,1
1,1,1,155.69826400133024,200,29.39415299988468,1
1,1,1,251.57887499881326,200,31.178933999399305,1
1,1,1,164.5311699994636,200,36.250467999707325,1
1,1,1,244.60315400028776,200,29.10633900137327,1
1,1,1,154.42980599982548,200,28.741423000610666,1
1,1,1,244.37134400068317,200,29.063238000162528,1
1,1,1,249.29200400038098,200,29.204256999946665,1
1,1,1,162.41413100033242,200,31.705755000075442,1
1,1,1,281.09253000002354,200,28.799339999750373,1
1,1,1,157.91415300009248,200,28.87954399921,1
1,1,1,245.67972800105053,200,28.99324799909664,1
1,1,1,153.75438800037955,200,29.753778000667808,1
1,1,1,245.60902599841938,200,29.43056600088312,1
1,1,1,155.4513560004125,200,28.33562200066808,1
1,1,1,258.9273529993079,200,30.072790001213434,1
1,1,1,252.81621100111806,200,33.47472499990545,1
1,1,1,155.89467300014803,200,28.924745000040275,1
1,1,1,264.880988999721,200,38.080006999734906,1
1,1,1,168.43146899918793,200,27.223877999858814,1
1,1,1,250.375214000087,200,29.5057680013997,1
1,1,1,153.64148399930855,200,29.814381001415313,1
1,1,1,244.41257800026506,200,29.803179999362328,1
1,1,1,262.37518900052237,200,29.43006500026968,1
1,1,1,153.73948799970094,200,29.057951000140747,1
1,1,1,257.60930000069493,200,29.913083999417722,1
1,1,1,155.41435399973125,200,29.55357099926914,1
1,1,1,252.55599999945844,200,28.664935000051628,1
1,1,1,153.57738100101415,200,29.652674000317347,1
1,1,1,253.20712699976866,200,29.58127199963201,1
1,1,1,155.31564999946568,200,29.499567999664578,1
1,1,1,250.72312799966312,200,29.240658001072006,1
1,1,1,153.86639300049865,200,30.182194999724743,1
1,1,1,253.93685500057472,200,29.722077000769787,1
1,1,1,154.6237229995313,200,29.539970000769245,1
1,1,1,245.6269260001136,200,28.68453600058274,1
1,1,1,151.4341969996167,200,28.68393599965202,1
1,1,1,244.9099980003666,200,29.40006400058337,1
1,1,1,155.02873900004488,200,29.176756001106696,1
1,1,1,244.89395800083003,200,29.03596099895367,1
1,1,1,252.33022999964305,200,29.25417200094671,1
1,1,1,154.55454499897314,200,28.810949999751756,1
1,1,1,248.09373099924414,200,30.003305999343866,1
1,1,1,157.71929400034423,200,28.460233999794582,1
1,1,1,245.49230900083785,200,28.969658000278287,1
1,1,1,161.68257999925117,200,31.799489999684738,1
1,1,1,257.5566739997157,200,30.626335999841103,1
