users,sensors,iteration,response_time,status_code,users_grouped
1,1,0,158.15056799999638,200,1
1,1,0,167.99056700000392,200,1
1,1,0,166.87013099999604,200,1
1,1,0,165.48226200001181,200,1
1,1,0,163.35510299998646,200,1
1,1,0,159.66535299997986,200,1
1,1,1,155.78597999999033,200,1
1,1,1,148.2602359999987,200,1
1,1,1,156.46494699998925,200,1
1,1,1,166.34006699999304,200,1
1,1,1,226.78438100001586,200,1
1,1,1,157.28994899998838,200,1
1,1,1,161.691028000007,200,1
1,1,1,172.8337579999959,200,1
1,1,1,172.9986990000043,200,1
1,1,1,173.7333790000264,200,1
1,1,1,152.96868999999447,200,1
1,1,1,158.64418000001024,200,1
1,1,1,178.0012250000027,200,1
1,1,1,163.21310099999664,200,1
1,1,1,176.65489500001286,200,1
1,1,1,217.30195699998944,200,1
1,1,1,188.21102699999415,200,1
1,1,1,165.77262800001336,200,1
1,1,1,161.42306199998302,200,1
1,1,1,160.38840799998866,200,1
1,1,1,159.4385749999958,200,1
1,1,1,173.5724389999973,200,1
1,1,1,168.62292700000125,200,1
1,1,1,162.65906500001392,200,1
1,1,1,167.62738199997784,200,1
1,1,1,153.48571600000582,200,1
1,1,1,156.39342900001907,200,1
1,1,1,162.32948499998656,200,1
1,1,1,165.4892549999829,200,1
1,1,1,158.22183599999562,200,1
1,1,1,152.08419699999354,200,1
1,1,1,157.23035099998128,200,1
1,1,1,162.68786300000215,200,1
1,1,1,158.94776900000807,200,1
1,1,1,165.96366999999645,200,1
1,1,1,173.77621899998985,200,1
1,1,1,159.26212799999462,200,1
1,1,1,158.37216299999568,200,1
1,1,1,172.78043400000342,200,1
1,1,1,170.11684099998092,200,1
1,1,1,160.06657700000915,200,1
1,1,1,175.99303000000077,200,1
1,1,1,167.45814699999073,200,1
1,1,1,162.50292899999863,200,1
1,1,1,159.73531599999546,200,1
1,1,1,194.3935409999824,200,1
1,1,1,156.41880100000094,200,1
1,1,1,151.31895599998302,200,1
1,1,1,192.15902700000242,200,1
1,1,1,218.51111300000525,200,1
1,1,1,157.10482800000136,200,1
1,1,1,172.09940800000822,200,1
1,1,1,183.52642599998603,200,1
1,1,1,171.10992400000669,200,1
1,1,1,214.42435499997714,200,1
1,1,1,155.8015859999955,200,1
1,1,1,159.02968499997883,200,1
1,1,1,176.35039600000368,200,1
1,1,1,179.13151099998004,200,1
1,1,1,156.33028499999568,200,1
1,1,1,176.18226499999423,200,1
1,1,1,206.25644100002205,200,1
1,1,1,180.27712400001406,200,1
1,1,1,177.98790000000508,200,1
1,1,1,165.90676699999563,200,1
1,1,1,159.27727799999047,200,1
1,1,1,161.00721600000156,200,1
1,1,1,180.59338699998762,200,1
1,1,1,163.15684200000646,200,1
1,1,1,172.25271400002384,200,1
1,1,1,161.04560599998763,200,1
1,1,1,162.32936299999778,200,1
1,1,1,171.22458700001175,200,1
1,1,1,162.51661299997977,200,1
1,1,1,164.43949899999666,200,1
1,1,1,155.21906100002525,200,1
1,1,1,171.0678300000268,200,1
1,1,1,165.1079210000148,200,1
1,1,1,240.04221499998835,200,1
1,1,1,154.71479499998964,200,1
1,1,1,159.03764199998704,200,1
1,1,1,175.64060899999845,200,1
1,1,1,165.15140900000347,200,1
1,1,1,164.09009299999866,200,1
1,1,1,172.474354000002,200,1
1,1,1,172.7029939999909,200,1
1,1,1,160.49665200000618,200,1
1,1,1,165.7894150000061,200,1
1,1,1,161.7467210000143,200,1
1,1,1,163.8723369999866,200,1
1,1,1,167.0898149999971,200,1
1,1,1,165.47477500000696,200,1
1,1,1,173.65268999998307,200,1
1,1,1,162.19678800001702,200,1
1,1,1,234.38370799999575,200,1
1,1,1,162.4216209999929,200,1
1,1,1,165.80552399997828,200,1
1,1,1,165.22213700000066,200,1
1,1,1,178.78685100001235,200,1
1,1,1,172.23437899997407,200,1
1,1,1,199.89688499998692,200,1
1,1,1,166.224719000013,200,1
1,1,1,178.33185399999252,200,1
1,1,1,186.8801969999936,200,1
1,1,1,169.22878500000138,200,1
1,1,1,217.81127899998864,200,1
1,1,1,191.47296799999936,200,1
1,1,1,217.45259099998293,200,1
1,1,1,163.76518300000953,200,1
1,1,1,154.47067299999162,200,1
1,1,1,160.27716700000383,200,1
1,1,1,170.79179899999986,200,1
1,1,1,162.36211899999375,200,1
1,1,1,174.57172299998547,200,1
1,1,1,162.22316200000364,200,1
1,1,1,169.46587399999657,200,1
1,1,1,163.79418500000043,200,1
1,1,1,166.9870039999921,200,1
1,1,1,150.6204670000102,200,1
1,1,1,163.28503400001182,200,1
1,1,1,168.4431489999838,200,1
1,1,1,157.59996500000284,200,1
1,1,1,160.52865799997562,200,1
1,1,1,162.57116199997768,200,1
1,1,1,180.39544500001625,200,1
1,1,1,166.687574000008,200,1
1,1,1,165.0101060000111,200,1
1,1,1,159.71567700000833,200,1
1,1,1,163.8677919999907,200,1
1,1,1,162.63006799999857,200,1
1,1,1,170.1582209999799,200,1
1,1,1,164.21402700001408,200,1
1,1,1,166.68587400002366,200,1
1,1,1,171.36284200000773,200,1
1,1,2,149.57445099997813,200,1
1,1,2,142.20674899999608,200,1
1,1,2,183.43167599999788,200,1
1,1,2,179.70912199999134,200,1
1,1,2,217.4246159999882,200,1
1,1,2,185.61398500000337,200,1
1,1,2,188.94790199999534,200,1
1,1,2,183.34366799999202,200,1
1,1,2,186.94131099999822,200,1
1,1,2,176.98016199997824,200,1
1,1,2,179.20007300000407,200,1
1,1,2,184.61809000001494,200,1
1,1,2,176.39910599999098,200,1
1,1,2,181.82412400000203,200,1
1,1,2,182.01824199999805,200,1
1,1,2,187.27454200001148,200,1
1,1,2,169.23292399999923,200,1
1,1,2,165.69948800000134,200,1
1,1,2,159.0263509999943,200,1
1,1,2,173.53733400000237,200,1
1,1,2,164.58048100000156,200,1
1,1,2,170.70986400000265,200,1
1,1,2,164.85660699999016,200,1
1,1,2,172.33841900002744,200,1
1,1,2,155.59672500000943,200,1
1,1,2,164.09609400000136,200,1
1,1,2,159.6926600000188,200,1
1,1,2,153.81608500001676,200,1
1,1,2,163.77759800002423,200,1
1,1,2,188.02689599999667,200,1
1,1,2,154.58268600002611,200,1
1,1,2,166.14381099998354,200,1
1,1,2,166.73418900001025,200,1
1,1,2,158.53730800000676,200,1
1,1,2,177.2501749999833,200,1
1,1,2,154.27234500003806,200,1
1,1,2,171.61213200000702,200,1
1,1,2,230.53070099996376,200,1
1,1,2,169.552460000034,200,1
1,1,2,165.1469789999851,200,1
1,1,2,159.13728600003196,200,1
1,1,2,168.85346799995204,200,1
1,1,2,168.55622899998934,200,1
1,1,2,158.7267329999804,200,1
1,1,2,187.97869000002265,200,1
1,1,2,164.0213300000255,200,1
1,1,2,175.13979699998572,200,1
1,1,2,162.97579199999745,200,1
1,1,2,168.89447400001245,200,1
1,1,2,205.33507900000814,200,1
1,1,2,166.5841689999752,200,1
1,1,2,164.48089100003926,200,1
1,1,2,169.00558800000454,200,1
1,1,2,167.47238599998582,200,1
1,1,2,152.94777099995827,200,1
1,1,2,163.83440600003496,200,1
1,1,2,153.37512700000389,200,1
1,1,2,161.18265599999404,200,1
1,1,2,172.63496600003236,200,1
1,1,2,163.64188099998955,200,1
1,1,2,171.7651520000345,200,1
1,1,2,163.60397599999033,200,1
1,1,2,187.44362500001444,200,1
1,1,2,212.15133700002298,200,1
1,1,2,225.87833200003615,200,1
1,1,2,220.49228100001983,200,1
1,1,2,200.95380699996213,200,1
1,1,2,214.97252099999287,200,1
1,1,2,216.10909499997888,200,1
1,1,2,211.43618999997216,200,1
1,1,2,207.58804000001874,200,1
1,1,2,199.71202599998605,200,1
1,1,2,224.63875199997574,200,1
1,1,2,189.840581999988,200,1
1,1,2,171.93581399999402,200,1
1,1,2,192.638364000004,200,1
1,1,2,173.61902300001475,200,1
1,1,2,176.9107389999931,200,1
1,1,2,176.39910499997313,200,1
1,1,2,246.7699950000224,200,1
1,1,2,176.52231300002086,200,1
1,1,2,173.9114430000086,200,1
1,1,2,181.28472400002238,200,1
1,1,2,197.6450910000267,200,1
1,1,2,171.71540000003915,200,1
1,1,2,204.05320900005108,200,1
1,1,2,223.57418199999302,200,1
1,1,2,190.00619199999846,200,1
1,1,2,176.49251199998162,200,1
1,1,2,194.38557899997022,200,1
1,1,2,210.7276449999631,200,1
1,1,2,186.68727599998647,200,1
1,1,2,248.93566200000805,200,1
1,1,2,183.9951919999976,200,1
1,1,2,181.5183470000079,200,1
1,1,2,192.8909929999918,200,1
1,1,2,177.92102700002488,200,1
1,1,2,172.57794700003615,200,1
1,1,2,196.46611400003167,200,1
1,1,2,181.15445500001215,200,1
1,1,2,172.53874800002222,200,1
1,1,2,197.02640100001645,200,1
1,1,2,172.84154100002525,200,1
1,1,2,172.7149440000062,200,1
1,1,2,181.24655299999404,200,1
1,1,2,187.27351899997302,200,1
1,1,2,180.33687299998746,200,1
1,1,2,181.34415100001888,200,1
1,1,2,169.9503049999862,200,1
1,1,2,166.7410769999833,200,1
1,1,2,183.50370300004215,200,1
1,1,2,224.05909700000848,200,1
1,1,2,175.09749099997407,200,1
1,1,2,187.82670600000984,200,1
1,1,2,185.54405700001553,200,1
1,1,2,170.07110299999795,200,1
1,1,2,191.07211800002233,200,1
1,1,2,178.05681299995513,200,1
1,1,2,176.29706100001385,200,1
1,1,2,176.2074539999503,200,1
1,1,2,263.7176789999671,200,1
1,1,2,184.42456000002494,200,1
1,1,2,239.17496799998617,200,1
1,1,2,178.0544119999945,200,1
1,1,2,186.08060299999352,200,1
1,1,3,151.30272400000422,200,1
1,1,3,138.61233099999026,200,1
1,1,3,165.16851800002996,200,1
1,1,3,159.83625799998435,200,1
1,1,3,174.495520999983,200,1
1,1,3,166.59524100003864,200,1
1,1,3,161.794427000018,200,1
1,1,3,161.00675900003125,200,1
1,1,3,163.20034899996472,200,1
1,1,3,174.5990300000244,200,1
1,1,3,169.0287499999954,200,1
1,1,3,157.4459530000354,200,1
1,1,3,163.51217599998336,200,1
1,1,3,168.36729300001707,200,1
1,1,3,170.17404799997848,200,1
1,1,3,174.04918300002237,200,1
1,1,3,169.22406699995918,200,1
1,1,3,166.87386400002424,200,1
1,1,3,169.09145500000022,200,1
1,1,3,165.84587599999168,200,1
1,1,3,153.5054139999943,200,1
1,1,3,183.09005999998362,200,1
1,1,3,178.28384699998878,200,1
1,1,3,164.07402400000137,200,1
1,1,3,152.96736700003066,200,1
1,1,3,163.23908200001824,200,1
1,1,3,158.4898600000315,200,1
1,1,3,171.11932300002763,200,1
1,1,3,236.4113870000324,200,1
1,1,3,161.36209200004714,200,1
1,1,3,164.1555159999939,200,1
1,1,3,164.86789900000076,200,1
1,1,3,171.1789299999964,200,1
1,1,3,170.1121059999764,200,1
1,1,3,162.8562660000057,200,1
1,1,3,178.67179800003896,200,1
1,1,3,166.69941099996777,200,1
1,1,3,164.83189499996342,200,1
1,1,3,169.24590600001466,200,1
1,1,3,179.45898900001112,200,1
1,1,3,174.62042899995822,200,1
1,1,3,162.60033600002544,200,1
1,1,3,165.016315999992,200,1
1,1,3,171.8599090000339,200,1
1,1,3,181.22309400001768,200,1
1,1,3,161.21987700000773,200,1
1,1,3,170.88659600000256,200,1
1,1,3,161.5411129999984,200,1
1,1,3,168.68094099999098,200,1
1,1,3,158.02600600000005,200,1
1,1,3,174.58442400004515,200,1
1,1,3,160.09704599997576,200,1
1,1,3,162.31590300003518,200,1
1,1,3,163.64275699999098,200,1
1,1,3,154.89884400000165,200,1
1,1,3,172.41297300000724,200,1
1,1,3,152.66038499999013,200,1
1,1,3,166.46208299999898,200,1
1,1,3,178.24754899999107,200,1
1,1,3,156.9756849999635,200,1
1,1,3,167.60621600002423,200,1
1,1,3,163.53494399999136,200,1
1,1,3,164.56487799996466,200,1
1,1,3,163.45096999998532,200,1
1,1,3,187.75321500004338,200,1
1,1,3,189.4677809999621,200,1
1,1,3,184.70052099996792,200,1
1,1,3,182.10317000000487,200,1
1,1,3,153.17897900001753,200,1
1,1,3,181.71313200002714,200,1
1,1,3,166.5688709999813,200,1
1,1,3,164.75049600001057,200,1
1,1,3,161.70470200000864,200,1
1,1,3,225.81898800001454,200,1
1,1,3,167.17952999999852,200,1
1,1,3,165.94641099999308,200,1
1,1,3,167.03541599997607,200,1
1,1,3,162.947422000002,200,1
1,1,3,174.7584609999535,200,1
1,1,3,165.66028300002245,200,1
1,1,3,162.3646660000304,200,1
1,1,3,192.13143800004673,200,1
1,1,3,171.6518620000329,200,1
1,1,3,163.44196900001862,200,1
1,1,3,184.83643400003302,200,1
1,1,3,188.52428899998586,200,1
1,1,3,173.36382600001343,200,1
1,1,3,189.85431800001606,200,1
1,1,3,177.8833629999781,200,1
1,1,3,216.98743499996453,200,1
1,1,3,203.19260500002656,200,1
1,1,3,186.62210600001572,200,1
1,1,3,165.39035799996782,200,1
1,1,3,167.3981520000325,200,1
1,1,3,167.19493200002944,200,1
1,1,3,163.68549300000268,200,1
1,1,3,162.61571400002595,200,1
1,1,3,161.6057249999585,200,1
1,1,3,157.68449500001225,200,1
1,1,3,177.24423300001035,200,1
1,1,3,159.44294399997716,200,1
1,1,3,192.70602699998562,200,1
1,1,3,162.25187899999582,200,1
1,1,3,163.07314700003417,200,1
1,1,3,173.54752400001416,200,1
1,1,3,161.04017700001805,200,1
1,1,3,166.22921099997257,200,1
1,1,3,165.04181199996992,200,1
1,1,3,172.13800499996523,200,1
1,1,3,164.26844799997298,200,1
1,1,3,159.17452100001128,200,1
1,1,3,174.10286999995606,200,1
1,1,3,169.2029600000069,200,1
1,1,3,184.4060320000267,200,1
1,1,3,172.69675200003576,200,1
1,1,3,160.92416699996193,200,1
1,1,3,152.5725679999823,200,1
1,1,3,256.54566999997996,200,1
1,1,3,156.39208700002882,200,1
1,1,3,168.3202869999718,200,1
1,1,3,167.00377600000138,200,1
1,1,3,161.65522800002918,200,1
1,1,3,182.44956900002762,200,1
1,1,3,154.67504399998688,200,1
1,1,3,161.76523699999734,200,1
1,1,3,173.92135400001507,200,1
1,1,3,172.21191200002295,200,1
1,1,3,173.38891000002832,200,1
1,1,3,169.42287900002384,200,1
1,1,3,176.34285799999816,200,1
1,1,3,171.91528699999026,200,1
1,1,3,167.7253359999895,200,1
1,1,3,167.41537000001472,200,1
1,1,3,191.98127099997464,200,1
1,1,4,378.0549210000004,200,1
1,1,4,376.128059999985,200,1
1,1,4,415.25794899996527,200,1
1,1,4,435.2452910000011,200,1
1,1,4,537.4546299999565,200,1
1,1,4,631.3342710000143,200,1
1,1,4,533.0622019999964,200,1
1,1,4,510.2842030000261,200,1
1,1,4,542.9804499999591,200,1
1,1,4,398.99737199999663,200,1
1,1,4,229.36616300000878,200,1
1,1,4,201.611435000018,200,1
1,1,4,484.2980440000133,200,1
1,1,4,497.1814689999974,200,1
1,1,4,501.1735329999851,200,1
1,1,4,554.8821350000139,200,1
1,1,4,506.04962299996714,200,1
1,1,4,550.088957000014,200,1
1,1,4,495.4467229999864,200,1
1,1,4,530.2223440000375,200,1
1,1,4,513.8436269999715,200,1
1,1,4,547.9757680000148,200,1
1,1,4,460.63787299999603,200,1
1,1,4,555.87013600001,200,1
1,1,4,574.973655000008,200,1
1,1,4,520.6819180000366,200,1
1,1,4,480.85821000000806,200,1
1,1,4,413.98104300003524,200,1
1,1,4,476.5761570000109,200,1
1,1,4,470.41420599998673,200,1
1,1,4,507.81165799998007,200,1
1,1,4,518.7651140000185,200,1
1,1,4,467.9984509999713,200,1
1,1,4,658.5931899999764,200,1
1,1,4,504.6080149999739,200,1
1,1,4,456.8839730000036,200,1
1,1,4,535.6997000000092,200,1
1,1,4,450.2715739999985,200,1
1,1,4,394.55438699997103,200,1
1,1,4,474.88357399998904,200,1
1,1,4,576.7485370000145,200,1
1,1,4,481.1394349999887,200,1
1,1,4,564.4842419999918,200,1
1,1,4,495.3631380000161,200,1
1,1,4,404.5244399999888,200,1
1,1,4,319.6940770000083,200,1
1,1,4,407.6082670000005,200,1
1,1,4,415.0543579999635,200,1
1,1,5,173.70666900001197,200,1
1,1,5,168.26578500001688,200,1
1,1,5,273.6054060000015,200,1
1,1,5,197.68704699998807,200,1
1,1,5,171.55853799999932,200,1
1,1,5,182.74574099996244,200,1
1,1,5,159.02989200003503,200,1
1,1,5,171.42682499996909,200,1
1,1,5,198.1417960000158,200,1
1,1,5,177.35526199999185,200,1
1,1,5,174.574462999999,200,1
1,1,5,185.4051270000241,200,1
1,1,5,176.90511299997524,200,1
1,1,5,191.38406899998017,200,1
1,1,5,189.41015799998695,200,1
1,1,5,192.24186200000304,200,1
1,1,5,181.72503199997436,200,1
1,1,5,193.64821299996038,200,1
1,1,5,177.51301999999214,200,1
1,1,5,179.48307099999283,200,1
1,1,5,174.35399499998994,200,1
1,1,5,170.9700139999768,200,1
1,1,5,158.6625310000045,200,1
1,1,5,203.32165000002078,200,1
1,1,5,180.05023500001016,200,1
1,1,5,183.52122499999268,200,1
1,1,5,161.21201800001472,200,1
1,1,5,161.6867710000065,200,1
1,1,5,166.98316600002272,200,1
1,1,5,164.58629699997118,200,1
1,1,5,175.8059580000122,200,1
1,1,5,165.94024900001614,200,1
1,1,5,182.22597900000892,200,1
1,1,5,163.25434699996322,200,1
1,1,5,171.6983970000001,200,1
1,1,5,170.7506899999771,200,1
1,1,5,165.25137200000017,200,1
1,1,5,173.19306400003143,200,1
1,1,5,162.00070600001482,200,1
1,1,5,164.05873799999426,200,1
1,1,5,202.4980580000033,200,1
1,1,5,197.65491300000804,200,1
1,1,5,203.3051479999699,200,1
1,1,5,176.69415799997523,200,1
1,1,5,156.54529300002196,200,1
1,1,5,216.25800400005346,200,1
1,1,5,148.93583799999988,200,1
1,1,5,150.5797230000212,200,1
1,1,5,148.6616079999976,200,1
1,1,5,152.66265700000758,200,1
1,1,5,156.28086300000632,200,1
1,1,5,152.62515299997403,200,1
1,1,5,165.03454799999417,200,1
1,1,5,153.7145750000377,200,1
1,1,5,146.76550899997665,200,1
1,1,5,160.47269199998482,200,1
1,1,5,183.63189100000454,200,1
1,1,5,152.1647890000395,200,1
1,1,5,189.4126899999833,200,1
1,1,5,203.01503299998558,200,1
1,1,5,153.95930500000077,200,1
1,1,5,158.7840879999476,200,1
1,1,5,157.2702049999748,200,1
1,1,5,164.2185449999829,200,1
1,1,5,162.18259800001533,200,1
1,1,5,160.34167599997318,200,1
1,1,5,153.15710800001625,200,1
1,1,5,196.37293099998487,200,1
1,1,5,188.56688699997903,200,1
1,1,5,198.69831099998692,200,1
1,1,5,171.4316169999961,200,1
1,1,5,184.32137400003512,200,1
1,1,5,150.6999110000038,200,1
1,1,5,144.1301169999747,200,1
1,1,5,161.5690250000057,200,1
1,1,5,160.43718800000306,200,1
1,1,5,149.77219899998317,200,1
1,1,5,163.31483599998364,200,1
1,1,5,159.3621579999649,200,1
1,1,5,151.20547300000453,200,1
1,1,5,151.55281400001286,200,1
1,1,5,144.20822599998928,200,1
1,1,5,151.80594499997824,200,1
1,1,5,150.0371309999764,200,1
1,1,5,153.05129500001158,200,1
1,1,5,159.34105500002715,200,1
1,1,5,147.99718400001893,200,1
1,1,5,150.08743699996785,200,1
1,1,5,154.9001189999899,200,1
1,1,5,201.27902299998368,200,1
1,1,5,152.18198999997412,200,1
1,1,5,151.07735700001967,200,1
1,1,5,153.9999099999818,200,1
1,1,5,213.2131220000133,200,1
1,1,5,144.5908970000005,200,1
1,1,5,151.7316219999998,200,1
1,1,5,145.415292999985,200,1
1,1,5,152.0791630000531,200,1
1,1,5,174.56025799998542,200,1
1,1,5,140.74395300002607,200,1
1,1,5,164.20166200003905,200,1
1,1,5,150.7394070000032,200,1
1,1,5,166.06267700001354,200,1
1,1,5,161.79398400004175,200,1
1,1,5,158.55061000002024,200,1
1,1,5,167.68906499999048,200,1
1,1,5,172.96287400000665,200,1
1,1,5,174.99780899998996,200,1
1,1,5,159.98727499999177,200,1
1,1,5,148.62786300000153,200,1
1,1,5,158.11075800002072,200,1
1,1,5,157.96094199998834,200,1
1,1,5,161.73187700002245,200,1
1,1,5,150.69840199998907,200,1
1,1,5,165.96446599999126,200,1
1,1,5,149.08241599999883,200,1
1,1,5,147.7286599999843,200,1
1,1,5,156.16033399999196,200,1
1,1,5,167.07669400000213,200,1
1,1,5,144.75981700002194,200,1
1,1,5,155.88520200003586,200,1
1,1,5,146.92226699997946,200,1
1,1,5,147.90487999999868,200,1
1,1,5,177.27257100000315,200,1
1,1,5,173.23650499997711,200,1
1,1,5,159.1691810000384,200,1
1,1,5,153.91037400002006,200,1
1,1,5,144.93543800000452,200,1
1,1,5,156.2711459999946,200,1
1,1,5,149.2081299999768,200,1
1,1,5,157.88153199997623,200,1
1,1,5,147.88613500002157,200,1
1,1,5,144.63413900000432,200,1
1,1,5,150.62481500001468,200,1
1,1,5,157.9465419999906,200,1
1,1,5,147.03760999998394,200,1
1,1,5,150.35908499999096,200,1
1,1,6,135.81374199998208,200,1
1,1,6,139.50915899999927,200,1
1,1,6,164.91132900000594,200,1
1,1,6,157.13425100000222,200,1
1,1,6,188.97974800000839,200,1
1,1,6,155.20813300003056,200,1
1,1,6,168.91968199996654,200,1
1,1,6,155.45846199995594,200,1
1,1,6,150.49540100000058,200,1
1,1,6,156.1113349999914,200,1
1,1,6,151.02886099998614,200,1
1,1,6,152.76085599998623,200,1
1,1,6,156.08653300000697,200,1
1,1,6,160.28230599999915,200,1
1,1,6,148.0032189999747,200,1
1,1,6,162.77558799998815,200,1
1,1,6,154.06320300002108,200,1
1,1,6,152.5120290000359,200,1
1,1,6,161.48654199997736,200,1
1,1,6,151.69473600002448,200,1
1,1,6,153.0768920000014,200,1
1,1,6,155.31398699999954,200,1
1,1,6,154.47929399999794,200,1
1,1,6,150.5402550000099,200,1
1,1,6,153.0803379999952,200,1
1,1,6,171.4742850000448,200,1
1,1,6,154.60350799997968,200,1
1,1,6,149.96359100001655,200,1
1,1,6,150.38203699998576,200,1
1,1,6,162.24385800001073,200,1
1,1,6,151.0732149999967,200,1
1,1,6,147.05556699999534,200,1
1,1,6,152.72289799997907,200,1
1,1,6,151.497360999997,200,1
1,1,6,161.6362899999899,200,1
1,1,6,155.94395699997676,200,1
1,1,6,149.56204700001763,200,1
1,1,6,172.85243899999614,200,1
1,1,6,147.95396800002436,200,1
1,1,6,158.60275199997886,200,1
1,1,6,148.57203699995125,200,1
1,1,6,226.93385799999533,200,1
1,1,6,167.81707799998458,200,1
1,1,6,170.35986100000855,200,1
1,1,6,155.57681600000706,200,1
1,1,6,147.9233640000075,200,1
1,1,6,180.65740800000185,200,1
1,1,6,146.63702100000364,200,1
1,1,6,175.4472279999959,200,1
1,1,6,153.26255799999444,200,1
1,1,6,157.67805000001545,200,1
1,1,6,159.29513000003226,200,1
1,1,6,167.13050099997417,200,1
1,1,6,169.66828400001077,200,1
1,1,6,150.58856000001697,200,1
1,1,6,162.16584900001862,200,1
1,1,6,154.68671700000414,200,1
1,1,6,161.7815070000006,200,1
1,1,6,160.77739500002508,200,1
1,1,6,161.97315200003004,200,1
1,1,6,149.62672699999757,200,1
1,1,6,156.19814900003348,200,1
1,1,6,172.2801149999782,200,1
1,1,6,161.81906700001036,200,1
1,1,6,204.9830060000204,200,1
1,1,6,134.28114399999913,200,1
1,1,6,158.6986240000101,200,1
1,1,6,149.7938470000122,200,1
1,1,6,156.5749910000136,200,1
1,1,6,165.5505759999869,200,1
1,1,6,174.52336100001276,200,1
1,1,6,165.02911899999617,200,1
1,1,6,172.85427799998843,200,1
1,1,6,168.62121399998387,200,1
1,1,6,149.78154499999619,200,1
1,1,6,145.64028999996026,200,1
1,1,6,149.24508600000763,200,1
