user,percentage_personalization,accuracy,f1
0,0.0,58.355437665782496,0.5738141215453882
0,0.05,87.79840848806366,0.8751208539775686
0,0.1,91.51193633952255,0.9138844400827392
0,0.2,90.18567639257294,0.9008558644301434
0,0.5,92.04244031830238,0.9199273623545002
0,0.8,93.89920424403184,0.9394415754378371
0,0.99,94.96021220159152,0.9500048923546214
1,0.0,35.50135501355014,0.29457713185704704
1,0.05,73.17073170731707,0.7028842972147449
1,0.1,80.48780487804878,0.7907851778423273
1,0.2,81.84281842818429,0.8068686824690048
1,0.5,86.17886178861788,0.8548287756841122
1,0.8,89.15989159891599,0.8887744311033778
1,0.99,88.07588075880759,0.8777535926142981
2,0.0,68.71657754010695,0.6884533485943061
2,0.05,84.75935828877006,0.8470377313529586
2,0.1,89.57219251336899,0.8953878098076962
2,0.2,90.9090909090909,0.910691571321076
2,0.5,92.7807486631016,0.9290558275675436
2,0.8,96.524064171123,0.9661188050240579
2,0.99,97.05882352941177,0.9707719413853566
7,0.0,75.46174142480211,0.7504490899053203
7,0.05,81.53034300791556,0.8122254338416603
7,0.1,80.21108179419525,0.7988430427718451
7,0.2,89.44591029023746,0.8948974063540348
7,0.5,96.04221635883906,0.9609984632344879
7,0.8,96.04221635883906,0.960979611601174
7,0.99,94.9868073878628,0.9507150440483774
8,0.0,66.91358024691358,0.6475907020876552
8,0.05,87.90123456790124,0.8818497773078133
8,0.1,94.5679012345679,0.9471253068500085
8,0.2,95.06172839506173,0.9518788296232186
8,0.5,96.04938271604938,0.9612563939590342
8,0.8,96.79012345679013,0.9683847587538601
8,0.99,96.79012345679013,0.9685389746642293
9,0.0,40.168539325842694,0.3300140076948156
9,0.05,64.6067415730337,0.6192522616348468
9,0.1,66.01123595505618,0.6332952668733957
9,0.2,69.10112359550561,0.6622408676117786
9,0.5,76.68539325842697,0.7422806012080347
9,0.8,75.0,0.7194338913969998
9,0.99,73.87640449438203,0.702327712504467
6,0.0,31.593406593406595,0.23801750074472522
6,0.05,87.36263736263736,0.8706215185327807
6,0.1,88.18681318681318,0.8792452289200845
6,0.2,92.58241758241758,0.9244035976276409
6,0.5,94.50549450549451,0.945077460985364
6,0.8,91.75824175824175,0.9191235947337271
6,0.99,96.15384615384616,0.9616426338428097
5,0.0,73.75328083989501,0.7144887049589406
5,0.05,82.67716535433071,0.8222786160877854
5,0.1,83.98950131233596,0.8355602219136674
5,0.2,86.61417322834646,0.8624766743006871
5,0.5,91.86351706036746,0.9182119978468389
5,0.8,91.86351706036746,0.9180762114969367
5,0.99,91.33858267716535,0.9125177785387407
3,0.0,71.65354330708661,0.7094693236724117
3,0.05,64.56692913385827,0.6006565784563851
3,0.1,73.75328083989501,0.721683058340087
3,0.2,77.69028871391076,0.7620341223541697
3,0.5,87.66404199475066,0.8761712952351889
3,0.8,93.1758530183727,0.9314115734700362
3,0.99,93.1758530183727,0.9312724448769331
4,0.0,79.57559681697613,0.7886106275155357
4,0.05,82.75862068965517,0.8237944231820666
4,0.1,89.38992042440319,0.8933900712833095
4,0.2,94.16445623342175,0.9417435657267059
4,0.5,96.0212201591512,0.9604123642582707
4,0.8,98.6737400530504,0.9868458574981747
4,0.99,97.34748010610079,0.9734927371615877
