user,percentage_personalization,accuracy,f1
0,0.0,46.15384615384615,0.41175439720567003
0,0.05,93.89920424403184,0.9398264584804357
0,0.1,93.10344827586206,0.9327734206871765
0,0.2,91.24668435013263,0.9148694909677783
0,0.5,98.6737400530504,0.9871230306179044
0,0.8,98.6737400530504,0.9870946255359894
0,0.99,99.73474801061008,0.9974193548387097
1,0.0,53.116531165311656,0.5143518916879098
1,0.05,65.58265582655827,0.6125127102323915
1,0.1,79.40379403794039,0.7810767651776424
1,0.2,81.84281842818429,0.808683807074642
1,0.5,86.44986449864498,0.8598400504718928
1,0.8,89.15989159891599,0.8894229001766524
1,0.99,93.4959349593496,0.9327923496264111
2,0.0,63.101604278074866,0.5871183778477371
2,0.05,89.57219251336899,0.8876337847578432
2,0.1,89.83957219251337,0.8902389392521451
2,0.2,92.24598930481284,0.9182300876883307
2,0.5,94.38502673796792,0.9416778211850488
2,0.8,99.19786096256685,0.9918201525491769
2,0.99,98.1283422459893,0.9808604642719182
7,0.0,77.83641160949868,0.7633621947953527
7,0.05,93.93139841688654,0.9369805141540766
7,0.1,97.8891820580475,0.9791151656256101
7,0.2,97.0976253298153,0.970857238448436
7,0.5,98.94459102902374,0.9892028985507245
7,0.8,99.73614775725594,0.9973076749333695
7,0.99,99.73614775725594,0.9973076749333695
8,0.0,70.12345679012346,0.6343374445916712
8,0.05,92.5925925925926,0.9261738769581906
8,0.1,99.25925925925925,0.9928420816005395
8,0.2,98.51851851851852,0.9849209989888369
8,0.5,99.75308641975309,0.99757973391653
8,0.8,97.77777777777777,0.9773998856478245
8,0.99,99.75308641975309,0.99757973391653
9,0.0,60.1123595505618,0.5684211057421973
9,0.05,85.11235955056179,0.8601703119527275
9,0.1,89.88764044943821,0.9074790922770994
9,0.2,86.79775280898876,0.8771347091232731
9,0.5,81.17977528089888,0.8001789699932557
9,0.8,86.23595505617978,0.8653704022739259
9,0.99,86.79775280898876,0.8705233301753615
6,0.0,37.08791208791209,0.21897113368811483
6,0.05,74.45054945054945,0.6887059695958473
6,0.1,76.92307692307692,0.7142811631878074
6,0.2,97.8021978021978,0.9784629294483839
6,0.5,98.07692307692308,0.9811389522464792
6,0.8,98.9010989010989,0.9892598536387588
6,0.99,98.62637362637362,0.9862634482254735
5,0.0,62.99212598425197,0.5572027461995736
5,0.05,90.0262467191601,0.8980310070660131
5,0.1,82.41469816272966,0.8105115694588255
5,0.2,98.16272965879266,0.981469135079718
5,0.5,98.9501312335958,0.989556528482703
5,0.8,99.4750656167979,0.9948215225097952
5,0.99,99.4750656167979,0.9948383853127687
3,0.0,68.24146981627297,0.6472891799014336
3,0.05,91.33858267716535,0.9127273886571675
3,0.1,99.73753280839895,0.9973509933774836
3,0.2,99.73753280839895,0.9973683071462581
3,0.5,99.73753280839895,0.9973683071462581
3,0.8,99.73753280839895,0.9973683071462581
3,0.99,99.73753280839895,0.9973683071462581
4,0.0,80.90185676392574,0.7812290205470338
4,0.05,94.6949602122016,0.9451223374339989
4,0.1,96.55172413793103,0.965035690492053
4,0.2,99.46949602122015,0.9947368421052631
4,0.5,99.46949602122015,0.9947359307359308
4,0.8,99.73474801061008,0.9973683071462581
4,0.99,99.73474801061008,0.9973683071462581
