user,percentage_personalization,response_probability,accuracy,f1
6,0.1,0.2,78.57142857142857,0.7731950572871289
6,0.1,0.5,87.91208791208791,0.881002291589979
6,0.1,0.8,89.01098901098901,0.8904441319593603
6,0.1,0.9,85.43956043956044,0.8536860622551844
6,0.1,1.0,85.71428571428571,0.8571337161925274
6,0.2,0.1,74.72527472527473,0.7299435957696827
6,0.2,0.2,88.73626373626374,0.8878349180043301
6,0.2,0.5,86.81318681318682,0.8698047218034425
6,0.2,0.8,92.58241758241758,0.9274160271015509
6,0.2,0.9,90.38461538461539,0.9052491681073794
6,0.2,1.0,90.65934065934066,0.9088812610092638
6,0.5,0.1,75.27472527472527,0.6963659147869674
6,0.5,0.2,81.5934065934066,0.8085501689740706
6,0.5,0.5,96.42857142857143,0.96481708652793
6,0.5,0.8,98.9010989010989,0.9884106665941171
6,0.5,0.9,99.72527472527473,0.9972462885777175
6,0.5,1.0,98.9010989010989,0.98844427277819
6,0.8,0.1,89.83516483516483,0.9003723592324423
6,0.8,0.2,93.95604395604396,0.9419311540813717
6,0.8,0.5,98.9010989010989,0.988467043438942
6,0.8,0.8,99.17582417582418,0.9918154254229279
6,0.8,0.9,89.56043956043956,0.8977730977730978
6,0.8,1.0,99.45054945054945,0.9943351691581432
6,0.99,0.1,88.18681318681318,0.8814572871546871
6,0.99,0.2,98.62637362637362,0.9860132085380074
6,0.99,0.5,93.68131868131869,0.9396059910794078
6,0.99,0.8,99.72527472527473,0.9972462885777175
6,0.99,0.9,100.0,1.0
6,0.99,1.0,100.0,1.0
5,0.0,0.0,61.94225721784777,0.5664755209463536
5,0.05,0.1,61.67979002624672,0.564140150217263
5,0.05,0.2,77.16535433070867,0.7501242674232725
5,0.05,0.5,76.11548556430446,0.7204889346119316
5,0.05,0.8,66.92913385826772,0.609910425894495
5,0.05,0.9,69.29133858267717,0.6605153481581241
5,0.05,1.0,77.16535433070867,0.7361231115731983
5,0.1,0.1,56.955380577427825,0.4939125655335701
5,0.1,0.2,60.89238845144357,0.5582820286820518
5,0.1,0.5,74.80314960629921,0.6862205046415573
5,0.1,0.8,90.28871391076116,0.9029436357100655
5,0.1,0.9,82.41469816272966,0.7987962888483976
5,0.1,1.0,74.2782152230971,0.693794933970169
5,0.2,0.1,69.29133858267717,0.6407814711256254
5,0.2,0.2,84.7769028871391,0.8486610697875369
5,0.2,0.5,79.5275590551181,0.7888496486250474
5,0.2,0.8,92.6509186351706,0.9257550768234875
5,0.2,0.9,94.48818897637796,0.9448536425552169
5,0.2,1.0,93.43832020997375,0.934410154040212
5,0.5,0.1,74.80314960629921,0.695617423221788
5,0.5,0.2,91.60104986876641,0.914449190232655
5,0.5,0.5,90.0262467191601,0.8985352713036479
5,0.5,0.8,94.750656167979,0.9477941279565496
5,0.5,0.9,96.58792650918635,0.9661842262441962
5,0.5,1.0,96.3254593175853,0.963834226847472
5,0.8,0.1,76.11548556430446,0.703820761802326
5,0.8,0.2,85.03937007874016,0.8456454551381342
5,0.8,0.5,92.91338582677166,0.9290800805466715
5,0.8,0.8,96.85039370078741,0.9688181116694061
5,0.8,0.9,97.3753280839895,0.974192459162226
5,0.8,1.0,97.3753280839895,0.974192459162226
5,0.99,0.1,91.33858267716535,0.9127028735028908
5,0.99,0.2,93.1758530183727,0.9314604674604675
5,0.99,0.5,96.85039370078741,0.9687255727204128
5,0.99,0.8,96.85039370078741,0.9689435831039839
5,0.99,0.9,97.9002624671916,0.9793423267140623
5,0.99,1.0,97.9002624671916,0.9793423267140623
3,0.0,0.0,98.16272965879266,0.9815056953924104
3,0.05,0.1,55.643044619422575,0.48675858250276854
3,0.05,0.5,62.20472440944882,0.5056614929785661
3,0.05,0.8,96.06299212598425,0.960237282971096
3,0.05,0.9,94.750656167979,0.9467494517519988
3,0.05,1.0,93.1758530183727,0.9301083511180538
3,0.1,0.1,42.25721784776903,0.40083703137920806
3,0.1,0.2,94.750656167979,0.9467832309716597
3,0.1,0.5,95.53805774278216,0.95497457270865
3,0.1,0.8,91.0761154855643,0.9089257967029543
3,0.1,0.9,91.60104986876641,0.9125525338640094
3,0.1,1.0,94.750656167979,0.9466577524698684
3,0.2,0.1,90.28871391076116,0.8986297239793533
3,0.2,0.2,89.501312335958,0.8890255049593334
3,0.2,0.5,97.3753280839895,0.9735906432748538
3,0.2,0.8,100.0,1.0
3,0.2,0.9,90.81364829396325,0.9031642701493077
3,0.2,1.0,98.68766404199475,0.9868278521599724
3,0.5,0.1,96.3254593175853,0.9634484695003931
3,0.5,0.2,95.53805774278216,0.9552595086478874
